hero,connection
BALOR,"CETHLANN,CAPTAIN AMERICA,BRES,ELATHAN,DR. DRUID/ANTHONY LU,THOR/DR. DONALD BLAK,BLACK KNIGHT V STATU,BLACK KNIGHT/SIR PER,BLACK KNIGHT V/DANE ,DR. STRANGE/STEPHEN ,DULB,WASP/JANET VAN DYNE ,IRON MAN/TONY STARK ,TETHRA,HAWK,BENTLEY, VICTORIA,SHE-HULK/JENNIFER WA"
BANDIT/,"DAGGER/TANDY BOWEN,JUSTICE II/VANCE AST,TURBO II (A)/MICHIKO,CLOAK/TYRONE JOHNSON,NIGHT THRASHER/DUANE,GEE/ALEX POWER,SILHOUETTE,LIGHTSPEED/JULIE POW,NAMORITA/NITA PRENTI,HINDSIGHT LAD/CARLTO,NOVA/RICHARD RIDER,DONYELL,PRIMUS,SCORCH/TOMMY NG,SPEEDBALL/ROBBIE BAL"
"BARBAROSSA, VINNIE","SCORPIO III/MIKEL FU,DUGAN, TIMOTHY ALOYI,GERASI, DON MARIO,PUNISHER II/FRANK CA,FITZGERALD, MOLLY,TOMBSTONE/LONNIE THO,ANT-MAN/DR. HENRY J.,BRAITHWAITE, JUDGE R,SPIDER-MAN CLONE/BEN,DE LA FONTAINE, CONT,BULLSEYE II/BENJAMIN,DOC SAMSON/DR. LEONA"
BARON ZEBEK,"RANN, COMMANDER ARCT,MURMUR II/ARLETTE TR,MARIONETTE/MARI"
BARRIER/,"AGAMEMNON III/,RINGER II,ACHILLES II/HELMUT,WHIPLASH/MARK SCARLO,THUNDERBOLT II/LUIS,HAMMER, JUSTIN,ULYSSES II"
BASALLO/LAVA MEN KIN,"LOKI [ASGARDIAN],THOR/DR. DONALD BLAK,BLITZIANA,RIGER,ZEFRA,MOLTO,ANAK,JARVIS, EDWIN ,WASP/JANET VAN DYNE ,ODIN [ASGARDIAN],KINCAID, DR. JANE FO,JONES, RICHARD MILHO,LOGA II,BELLAM,HIGH EVOLUTIONARY/HE,LUMINOR,GROTESK,BANNER, BETTY ROSS T"
"BAYLOR, FRANK","SHERIDAN, RICHARD RI,RAMBO"
BEAST 2013,"UATU,NIGHTCRAWLER 2013,COLOSSUS 2013,STORM 2013,WOLVERINE 2013,PHOENIX 2013"
BELIAL,"BLADE,PYRE,DRAKE, FRANKLIN,MCKENNA-DRAKE, MARLE,INNARDS,SALTZ/,ROTWRAP,STRANG, COL./LT. GAR,BARON STRUCKER/WOLFG,MALPRACTICE,ROMMEL, EDWIN ROMULU,KING, HANNIBAL/HENRY"
"BENNETT, DANNY",INVISIBLE WOMAN/SUE
"BERNSTEIN, DR. NOAH","KNIGHT, MISTY,WHYTE, HARMONY (HARM,FOX, PHIL,DIAMONDBACK,SCARFE, RAFAEL,ANDREWS, DARYL TROOP,GRIFFITH, D.W.,COMANCHE,TEMPLE, CLAIRE,BUSHMASTER/JOHN MCIV,ANDERS, JOSHUA RICHI,CAGE, LUKE/CARL LUCA,WING, COLLEEN,HAMILTON, MICKY,HARDCORE/,POWER MAN III/STEELE,MACE,IRON FIST/DANIEL RAN,NORTH, DAKOTA,WONDER MAN/SIMON WIL,WARHAWK II,BERNSTEIN, EMMA WEBS,GOLDBUG,ROYCE, JENNIE"
BERTRAM,"WEI, LINDA,GHOST RIDER III/DAN ,SHIP,D'AURIA, JACK,ICEMAN/ROBERT BOBBY ,PIXIE II/,MARVEL GIRL/JEAN GRE,ANGEL/WARREN KENNETH,BLACKOUT II/"
BETA RAY BILL | MUTA,"BLOODSTORM | MUTANT ,ROGUE | MUTANT X-VER,GAMBIT | MUTANT X-VE,MAN-SPIDER | MUTANT ,NAMORITA | MUTANT X-,POWER MAN II | MUTAN,STRONG GUY | MUTANT ,ABSORBING MAN | MUTA,GARGOYLE | MUTANT X-,DEVIL DINOSAUR | MUT,HAVOK/ALEX SUMMERS ,BEYONDER | MUTANT X-,BROTHER VOODOO | MUT,ICE-MAN | MUTANT X-V,VOLSTAGG | MUTANT X-,CAPTAIN AMERICA | MU,DRACULA | MUTANT X-V,VALKYRIE II | MUTANT,DRAX | MUTANT X-VERS,DR. STRANGE | MUTANT,YELLOWJACKET II | MU,POLARIS | MUTANT X-V,HULK | MUTANT X-VERS,BRUTE | MUTANT X-VER,IRON FIST | MUTANT X,RAVEN | MUTANT X-VER,SUMMERS, SCOTT III |,DAREDEVIL | MUTANT X,BLACK PANTHER | MUTA,FIN FANG FOOM | MUTA,ABOMINATION | MUTANT,WOLVERINE | MUTANT X,DR. OCTOPUS | MUTANT,STINGRAY | MUTANT X-,THOR | MUTANT X-VERS,NIGHTCRAWLER | MUTAN,SUB-MARINER | MUTANT,RICHARDS, REED | MUT,MOON KNIGHT | MUTANT,HOGUN | MUTANT X-VER"
BEYONDER,"BRIGHTWIND,CAPTAIN MARVEL II/MO,ARMADILLO/ANTONIO RO,RAMBEAU, MARIA,LIGHTSPEED/JULIE POW,BLACK KNIGHT V/DANE ,THING/BENJAMIN J. GR,SOUTHERN, CANDY,WOLVERINE/LOGAN ,SHAMAN/MICHAEL TWOYO,MASTER MOLD II,BETA RAY BILL,ABSORBING MAN/CARL C,ULTRON,LIZARD/DR. CURTIS CO,GAMMENON [CELESTIAL],COUNTERWEIGHT II/KAT,ADORA,LILANDRA NERAMANI [S,CH'OD,THOMPSON, EUGENE FLA,LORD CHAOS,IRON MAN IV/JAMES R.,LYJA LAZERFIST [SKRU,DAZZLER II/ALLISON B,LEEDS, NED,INVISIBLE WOMAN/SUE ,ROSENTHAL, BERNIE,ANACONDA/BLANCHE SIT,WRECKER III/DIRK GAR,NIGHTCRAWLER/KURT WA,SUPER SKRULL/KL'RT,DRAGON OF THE MOON,LEGION II/DAVID HALL,ROGUE /,WONDER MAN/SIMON WIL,URICH, BEN,DR. DOOM/VICTOR VON ,PALERMO, HARRIET ROS,WATSON, ANNA,MUGGINS, MAMIE,WOLFE, SARA,KNIGHT, MISTY,ENCHANTRESS/AMORA/HE,LORELEI II/MELODI [A,MAGNETO/MAGNUS/ERIC ,LOKI [ASGARDIAN],DELGADO, FATHER,MALUS, DR. KARL,BOWEN, FATHER MICHAE,CYCLOPS/SCOTT SUMMER,WASP/JANET VAN DYNE ,MCCABE, LINDSAY,CUSHING, KATE,DR. OCTOPUS/OTTO OCT,CORSAIR,WOLFSBANE/RAHNE SINC,CHENEY, LILA,MCCOURT, ALLISON,CANNONBALL II/SAM GU,SUNSPOT/ROBERTO DACO,COLOSSUS 2013,MEPHISTO,BULLDOZER/HENRY CAMP,STORM/ORORO MUNROE S,SHADOWCAT 2013,MAM'SELLE HEPZIBAH,BLACK MAMBA/TANYA SE,WILD CHILD/KYLE GIBN,CYPHER/DOUG RAMSEY,MAGIK/ILLYANA RASPUT,THOR/DR. DONALD BLAK,KLAW/ULYSSES KLAW,WATSON-PARKER, MARY ,CAGE, LUKE/CARL LUCA,COLOSSUS II/PETER RA,LOCKHEED,BEAST/HENRY &HANK& P,SKUNGE,HAWK,FIREBIRD/BONITA JUAR,UMAR,KINGPIN/WILSON FISK,SHE-HULK/JENNIFER WA,HATE-MONGER IV,TALISMAN II/ELIZABET,TIGRA/GREER NELSON,SHADOWCAT/KATHERINE ,LIVING TRIBUNAL,JARVIS, EDWIN ,MIRAGE II/DANIELLE M,MAGMA/AMARA AQUILLA/,HERCULES [GREEK GOD],PUMA/THOMAS FIREHEAR,POWER, MARGARET,VOLCANA/MARSHA ROSEN,IRON FIST/DANIEL RAN,LEVAN,STARFOX/EROS,THURM, ETHAN,FURY, COL. NICHOLAS ,SPIDER-MAN/PETER PAR,BOX/ROGER BOCHS,MOLECULE MAN/OWEN RE,PSYCHO-MAN,WINGFOOT, WYATT,O'BREEN, GLORIANNA,MS. MARVEL II/SHARON,PALERMO, VICTOR,CLEA,RICHARDS, FRANKLIN B,ANGEL/WARREN KENNETH,ADAMS, GEORGE,ABOMINATION/EMIL BLO,MASTER KHAN/TYRONE K,GUNTHAR II,HUMAN TORCH/JOHNNY S,KURSE/ALGRIM [ASGARD,BLAKE, BECKY,SIDEWINDER/SETH VOEL,PROFESSOR X/CHARLES ,LEEDS, BETTY BRANT,TITANIA II/MARY SKEE,SILVER SURFER/NORRIN,KARMA/XI'AN COY MANH,NEBULA,KOFI [KYMELLIAN],GEE/ALEX POWER,BOX IV/MADISON JEFFR,PARKER, MAY,DIAMOND LIL/LILLIAN ,ANDROMEDA/ANDROMEDA ,PUCK/EUGENE MILTON J,IRON MAN/TONY STARK ,IN-BETWEENER,MERCADO, JOY,THUNDERBALL/DR. ELIO,HULK/DR. ROBERT BRUC,MR. FANTASTIC/REED R,TAYLOR, JENNA,WARLOCK III,LUBENSKI, NATE,CAPTAIN AMERICA,HUDSON, HEATHER,THUNDERSWORD,GALACTUS/GALAN,WONG,FIRELORD/PYREUS KRIL,POWER, DR. JIM,ELECTRO/MAX DILLON,SUB-MARINER/NAMOR MA,IRON FIST H'YLTHRI I,ZEDRAO, GENERAL,PHOENIX III/RACHEL S,DR. STRANGE/STEPHEN ,BANNON, LANCE,MOCKINGBIRD/DR. BARB,KUBIK,NELSON, FRANKLIN FOG,DAREDEVIL/MATT MURDO,PILEDRIVER II/BRIAN ,GARGOYLE II/ISAAC CH,SPIDER-WOMAN II/JULI,COUNTERWEIGHT/JACK P"
BI-BEAST II,"POWER PRINCESS/ZARDA,EON,RED RAVEN,GAFF/SIDNEY E. LEVIN,NAMORITA/NITA PRENTI,MAKKARI/MIKE KHARY/I,IRON MAN/TONY STARK ,DRAGONFLY/VERONICA D,MOONDRAGON/HEATHER D,HULK/DR. ROBERT BRUC,WILSON, JIM,DOC SAMSON/DR. LEONA,GAMBONNO, LUIGI,STRANGER,GAMBONNO, ERNESTO,NIGHTHAWK II/KYLE RI,MAN-THING/THEODORE T,THOR/DR. DONALD BLAK,STARDUST/T'URIN G'AR,SUB-MARINER/NAMOR MA,MAN-BEAST,ROSS, GEN. THADDEUS ,HYPERION,CANNONBALL/JACK PULV,4-D MAN/MERCURIO,DIAMONDHEAD/DYKER,WHIZZER II/STANLEY S,PRINCESS PYTHON/ZELD,ARCANNA/ARCANNA JONE,ATTUMA,RINGMASTER/MAYNARD T,CLOWN/CRAFTY ELIOT F,LADY LARK/LINDA LEWI,NAGAN, DR. ARTHUR,OVERMIND/GROM,BANNER, BETTY ROSS T,QUARTERMAIN, CLAY,BALLANTINE, KAYLA,QUASAR III/WENDELL V"
BIG BERTHA/ASHLEY CR,"DOORMAN,CAPTAIN MARVEL II/MO,TIGRA/GREER NELSON,NEBULA,USAGENT/CAPTAIN JOHN,BEETLE/ABNER RONALD ,TERMINUS,DEADPOOL/JACK/WADE W,TANNER, ARCHIE,SERSI/SYLVIA,WASP/JANET VAN DYNE ,CRIMSON COWL II/,DEUCE,FORGOTTEN ONE/GILGAM,POWER MAN/ERIK JOSTE,HERCULES [GREEK GOD],JOLT/HALLIE TAKAHAMA,IRON MAN/TONY STARK ,QUICKSILVER/PIETRO M,SCARLET WITCH/WANDA ,BLASTAAR,EXPEDITER II/ZOE CUL,DINAH-SOAR,CITIZEN V II/HELMUT ,RAYMOND, ANN,STARFOX/EROS,GRAVITON/FRANK HALL,MACHINE MAN/X-51,BLIND AL/ALTHEA,CAPTAIN AMERICA,VISION ,ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK,TYPHOID MARY/MARY ME,MOONSTONE II/KARLA S,RANDOM,MR. IMMORTAL,FLATMAN,MOCKINGBIRD/DR. BARB,SCREAMING MIMI/MELIS,HUMAN TORCH ANDROID/,WEASEL/JACK HAMMER,GUNTHAR II,SIMMONS, RANDALL,BRIDGE, GEORGE WASHI,WONDER MAN/SIMON WIL,DIRKSON, GUS,FIXER II/PAUL NORBER,HAWK,JOSTEN, CARL,CITIZEN V III/DALLAS,HANRAHY, JIM,SHE-HULK/JENNIFER WA,QUASAR III/WENDELL V"
BINARY | MUTANT X-VE,"BLOODSTORM | MUTANT ,SILVER SURFER | MUTA,SUMMERS, SCOTT III |,CYCLOPS | MUTANT X-V,ICE-MAN | MUTANT X-V,CEREBRO | MUTANT-X V,GREY, JEAN | MUTANT ,CAPTAIN AMERICA | MU,BRUTE | MUTANT X-VER,HAVOK/ALEX SUMMERS ,NOVA II | MUTANT X-V,MR. SINISTER | MUTAN"
BIRD MAN III/,"HIJACKER,BLACK WIDOW/NATASHA ,CAPTAIN AMERICA,HELLRAZOR,RATTLER,CENTURY, TURNER D.,LETHA,STEEPLEJACK II/MAXWE,ANACONDA/BLANCHE SIT,SHELLSHOCK/,MINDWAVE,GLENN, HEATHER,CHEETAH,FOOLKILLER II/GREG S,EL JAGUAR,HERCULES [GREEK GOD],NELSON, FRANKLIN FOG,NELSON, DEBBIE HARRI,RAPIER,DAREDEVIL/MATT MURDO,APE MAN II/ROY MCVEY,BEAST/HENRY &HANK& P,KRAKEN,SIDEWINDER/SETH VOEL,GRAPPLER,SCOURGE,DEATH-STALKER"
"BIRD, TUESDAY","MARVEL GIRL/JEAN GRE,PSYLOCKE/ELISABETH B"
BIRDBRAIN,"BRIGHTWIND,WHITE QUEEN/EMMA FRO,WOLFSBANE/RAHNE SINC,MAGNETO/MAGNUS/ERIC ,ANIMATOR/DR. FREDRIC,CANNONBALL II/SAM GU,MAGIK/ILLYANA RASPUT,SUNSPOT/ROBERTO DACO,MIRAGE II/DANIELLE M,HODGE, CAMERON,MAGMA/AMARA AQUILLA/,BLACK KING/SEBASTIAN"
BIRDY,"STRUCKER, ANDREA,SABRETOOTH/VICTOR CR,OMEGA RED/ARKADY ROS,DAZZLER II/ALLISON B,GAMBIT/REMY LEBEAU ,MAVERICK/CHRISTOPHER,MAJOR DOMO,CYCLOPS/SCOTT SUMMER,WOLVERINE/LOGAN ,TSURAYABA, MATSUO,CHENEY, LILA,LONGSHOT,ROGUE /,STRUCKER, ANDREAS,CORNELIUS, DR.,JUBILEE/JUBILATION L,MOJO"
BLACK BRIGADE,"IRON MAN IV/JAMES R.,CAPTAIN AMERICA,JEFFRIES, DR.,BLACK PANTHER/T'CHAL,USAGENT/CAPTAIN JOHN,FIRESTAR/ANGELICA JO,VISION ,THOR/DR. DONALD BLAK,VOLKHVY,RENKO, DR. IRENO,IRON MAN/TONY STARK ,SCARLET WITCH/WANDA ,EMBER,SUPREME COMMANDER,LOCOMOTIVE BREATH/LA,CENTURY,SPIDER-WOMAN II/JULI,NUGENT, ALICE,RECORDER II"
BLACK CRANE/,"WOLVERINE SKRULL,NIGHTCRAWLER/KURT WA,SHADOWCAT/KATHERINE ,POSITRON/RONNIE,BRUKNER, ILANEY,CEREBRITE BETA,PROFESSOR X/CHARLES ,MONTGOMERY,DR. BONG"
BLACK DEATH/DR. IVAN,"STORM/ORORO MUNROE S,BEAST/HENRY &HANK& P"
BLACK HOLE/MORTON KI,"CRITIC,HOWARD THE DUCK,MASON, LOUISE,DR. ANGST/FLOYD MANG,WILCOX, DR. BRENT,SPANKER/FRED HOVEL,SHE-HULK/JENNIFER WA"
BLACK MORAY,"ATTUMA,SUB-MARINER/NAMOR MA,ANDROMEDA/ANDROMEDA ,LLYRA/LLYRA MORRIS"
BLACK RAZER,"PUCK/EUGENE MILTON J,ARCADE/"
