hero,connection
"ARMBRUSTER, COLONEL","FURY, COL. NICHOLAS ,MODOK/GEORGE TARLETO,MASTERMIND/JASON WYN,ROBERTS, TED,CYCLOPS/SCOTT SUMMER,ROSS, GEN. THADDEUS ,COBALT MAN,WOLVERINE/LOGAN ,WENDIGO/PAUL CARTIER,BRICKFORD, CLAY,RHINO,CORBEAU, DR. PETER,WENDIGO II/GEORGES B,JUGGERNAUT/CAIN MARK,PROFESSOR X/CHARLES ,MARVEL GIRL/JEAN GRE,HAWK,HULK/DR. ROBERT BRUC,WILSON, JIM,BANNER, BETTY ROSS T"
ARROW,"SKARLET,KEMPLETON, PROFESSOR,KILLRAVEN/JONATHAN R,MASTER TWELVE,M'SHULLA,SLASHER"
ARVAK,"BLACK BOLT/BLACKANTO,MEDUSA/MEDUSALITH AM,RONAN THE ACCUSER [K,MAXIMUS [INHUMAN],TRITON,IKARYS,KARNAK [INHUMAN]"
ASTRA II,"MAGNETO/MAGNUS/ERIC ,CARGIL/JOANNA CARGIL,WOLVERINE/LOGAN ,MARROW/SARAH ,MELLENCAMP,MUELLER, AMANDA,KATH,TOAD/MORTIMER TOYNBE,NEOPHYTE/,HALLER, GABRIELLE,STORM/ORORO MUNROE S,KAMAL,GAMBIT/REMY LEBEAU ,UNUSCIONE,MYSTIQUE/RAVEN DARKH,ICEMAN/ROBERT BOBBY ,DESTINY II/IRENE ADL,COLOSSUS II/PETER RA,PROSH,NIGHTCRAWLER/KURT WA,VINDALOO/,FERRIS,JUGGERNAUT/CAIN MARK,ROGUE /,JOSEPH,HUXLEY, DR. ALDA,SCANNER II,PROFESSOR X/CHARLES ,MARVEL GIRL/JEAN GRE"
ATHENA [GREEK GOD],"BLACK WIDOW/NATASHA ,SIF,MUTO, JUNZO,CAPTAIN MARVEL II/MO,PROMETHEUS [OLYMPIAN,REJECT/RAN-SAK [DEVI,TURBO II (A)/MICHIKO,HARVEST/CHI LO,VENUS/APHRODITE/VICT,IKARIS/IKE HARRIS [E,MERCURY,KARKAS [DEVIANT],ARISHEM [CELESTIAL],BLACK KNIGHT V/DANE ,PLUTO [OLYMPIAN],HEPHAESTUS,SERSI/SYLVIA,NAMORITA/NITA PRENTI,ZURAS,WASP/JANET VAN DYNE ,BOLT II/CHRIS BRADLE,NOVA/RICHARD RIDER,FORGOTTEN ONE/GILGAM,HERCULES [GREEK GOD],VALKIN,AJAK/TECUMOTZIN [ETE,DIONYSUS [GREEK GOD],AEGIS/TREY ROLLINS,ZEUS,THENA,DESTROYER III,SPEEDBALL/ROBBIE BAL,ONE ABOVE ALL [CELES,DAMIAN, DR. DANIEL,NEPTUNE [OLYMPIAN],CAPTAIN AMERICA,DR. DRUID/ANTHONY LU,APOLLO [GREEK GOD],THOR/DR. DONALD BLAK,SUB-MARINER/NAMOR MA,ANGEL/WARREN KENNETH,DAMIAN, MARGO,BALDER [ASGARDIAN],GENII/JASON KIMBALL,VOLSTAGG,ARTEMIS,SPRITE,HIROMITSU,FANDRAL [ASGARDIAN],SHE-HULK/JENNIFER WA,ARES [GREEK GOD]"
AUNTIE FREEZE/,"JACKSON, CURTISS,DEMOLITION MAN/DENNI,MALUS, DR. KARL,POUNDCAKES/MARIAN PO,MS. MARVEL II/SHARON,THING/BENJAMIN J. GR,SCREAMING MIMI/MELIS"
"AUTHIER, TRACY TRACE","WINDY,SKIN/ANGELO ESPINOSA,LANIEGE, BIANCA,M,M-PLATE,ST. CROIX, NICOLE,MADDICKS, ARTHUR ART,ELWOOD,WHITE QUEEN/EMMA FRO,PENANCE/MONET ST. CR,GAIA,SYNCH/EVERETT THOMAS,D.O.A.,BRAINY,SIRYN/THERESA ROURKE,BANSHEE/SEAN CASSIDY,GREASY,TIMMONS,SPIKEY,WARPY,CHAMBER/JONOTHON STA,ST. CROIX, CLAUDETTE,EMPLATE/MARIUS ST. C,STINKY,HUSK/PAIGE GUTHRIE,LEECH,AUTHIER, POLICE CHIE,JUBILEE/JUBILATION L"
AUTOLYCUS,"NOVA II/FRANKIE RAYE,PIP/PRINCE GOFERN,THANOS,DRAX/ARTHUR DOUGLAS,GAMORA,WARLOCK II/ADAM WARL,MEPHISTO,SILVER SURFER/NORRIN"
AVATAR,STORM/ORORO MUNROE S
AVIA,"KA-ZAR/KEVIN PLUNDER,MAGNETO/MAGNUS/ERIC ,ARNSTROM,CRYSTAL [INHUMAN],CYCLOPS/SCOTT SUMMER,BLOB/FRED J. DUKES,STUART, DR.,CARTER, TAD,SOUTHERN, CANDY,HAVOK/ALEX SUMMERS ,MARTIN, ASHLEY,DELUGE,UNUS THE UNTOUCHABLE,CANTOR, VERA,WORTHINGTON, KATHRYN,MR. FANTASTIC/REED R,AMPHIBIUS,SAURON/DR. KARL LYKO,STORM/ORORO MUNROE S,MASTERMIND/JASON WYN,ICEMAN/ROBERT BOBBY ,ANGEL/WARREN KENNETH,LINAK,MARTIN, TERI,KRUEGER,POLARIS/LORNA DANE,DAZZLER/BURTRAM WORT,BEAST/HENRY &HANK& P,PROFESSOR X/CHARLES ,MARVEL GIRL/JEAN GRE,DUNCAN, FRED"
AWESOME ANDROID,"ANT-MAN II/SCOTT HAR,HELLSCOUT/KENNETH TE,SPIDER-MAN/PETER PAR,INVISIBLE WOMAN/SUE ,NAMORITA/NITA PRENTI,WHITE TIGER II/,BAXTER, NOAH,HUMAN TORCH ANDROID/,VAPOR,GORNKAI,JANUS,HUMAN TORCH/JOHNNY S,DR. DOOM/VICTOR VON ,VECTOR,CITIZEN V II/HELMUT ,MAXIMUS [INHUMAN],ANNIHILUS,MR. FANTASTIC/REED R,SHE-HULK/JENNIFER WA"
BAAL,"PHARAOH RAMA-TUT,APOCALYPSE/EN SABAH ,NEPHRI,OZYMANDIAS"
"BALLANTINE, DEVON","BALLANTINE, MRS.,BALLANTINE, KAYLA"
"BANK, IRVING",MARVEL BOY VII/DAVID
"BAPTISTE, TANTE MATT","SYBIL,ANIELLE,GAMBIT/REMY LEBEAU ,STOKER, OLIVIER,SISTER KATRINA"
BARIUM,"ERBIUM,BEETLE/ABNER RONALD ,WASP/JANET VAN DYNE ,CRIMSON COWL II/,CADMIUM,POWER MAN/ERIK JOSTE,CARBON,BRIDGE, GEORGE WASHI,IRON,FIXER II/PAUL NORBER,CITIZEN V II/HELMUT ,COBALT,ARSENIC,DISPROSIUM"
"BARNETT, MIKE","IRON MAN/TONY STARK ,TESSA,SABRETOOTH/VICTOR CR,FURY, COL. NICHOLAS ,AVALANCHE/DOMINIC PE,ROGUE /,PYRO/ALLERDYCE JOHNN,LELAND, HARRY,DESTINY II/IRENE ADL"
BARON STRUCKER/WOLFG,"DEATHBIRD [SHI'AR],RIOT/HEIDI SLATKIN,SPETSBURO, GEN. YURI,IZANAMI II,GROWING MAN,THING/BENJAMIN J. GR,WOLVERINE/LOGAN ,SHAMAN/MICHAEL TWOYO,HARRIS, CHRISTINE,CATWALK/KIMBERLY DEE,SCARLET WITCH/WANDA ,GHOST RIDER III/DAN ,TAKIMOTO, RON,GOLDDIGGER,TOPSPIN/DARREN MITCH,CITIZEN V II/HELMUT ,STRANG, COL./LT. GAR,KLEB, ROSA,NEVILLE, KATE,NORTHSTAR/JEAN-PAUL ,TORO/TOM RAYMOND,SCOTT, PETER,MOONSTOMP/,ROSENTHAL, BERNIE,PSI-BORG/,HAMMERHEAD,HUMAN TORCH ANDROID/,HOBBS, DET.,RYDER,VON STRUCKER, WERNER,SAWYER, GENERAL SAMU,NIGHTCRAWLER/KURT WA,DR. DOOM/VICTOR VON ,URICH, BEN,FIXER II/PAUL NORBER,TULLY, DEREK,ROMMEL, EDWIN ROMULU,HAUPTMANN DEUTSCHLAN,GARRETT, JOHN,DUGAN, TIMOTHY ALOYI,KREA, BRUNO,CYCLOPS/SCOTT SUMMER,SENNET, PAMELA,WASP/JANET VAN DYNE ,SIEGE/JOHN KELLY,SABINI, JERRY THE WH,SALTZ/,NEWELL, DIANE ARLISS,SPECTRUM, SINCLAIR,STORM/ORORO MUNROE S,PAGE, KAREN,BITMAP/,TERREL, DEBORAH,THOR/DR. DONALD BLAK,ELEKTRA/ELEKTRA NATC,HAMMER, JUSTIN,SILVERMANE/SILVIO MA,MALTESE,COLOSSUS II/PETER RA,BROWN, LAURA,DIAMONDBACK II/RACHE,LOCKHEED,JUBILEE/JUBILATION L,SAXON, STARR,MARVEL GIRL/JEAN GRE,CODY, GARY,DAKINI,BINARY/CAROL DANVERS,KINGPIN/WILSON FISK,SHE-HULK/JENNIFER WA,STRUCKER, ANDREA,GUILOTINE,CROWN,TOMBSTONE/LONNIE THO,WHIZZER/ROBERT L. FR,SHADOWCAT/KATHERINE ,LUMP,CRIPPLER/KARL STRIKL,FORTUNATO,SITWELL, JASPER,AURORA/JEANNE-MARIE ,SATHAN,LEVIATHAN VI,TERROR II,JOLT/HALLIE TAKAHAMA,VIPER II,KILLOBYTE,CASS, LARRY MAD DOG,JONIN,STRUCKER, ANDREAS,FURY, COL. NICHOLAS ,SPIDER-MAN/PETER PAR,ANT-MAN/DR. HENRY J.,NETWORK NINA,SASQUATCH/WALTER LAN,MOONSTONE II/KARLA S,ANGEL/WARREN KENNETH,WIREHEAD,ZOLA, ARNIM,SLUG/ULYSSES X. LUGM,SNOWBIRD/NARYA/ANNE ,HUMAN TORCH/JOHNNY S,PROFESSOR X/CHARLES ,STEEL COLLAR,BEETLE/ABNER RONALD ,JACKSON, CURTISS,NOMAD III/JACK MONRO,CRIMSON COWL II/,IZANAMI,WORD II/,MINISTER BLOOD,IRON MAN/TONY STARK ,PUCK/EUGENE MILTON J,JANSON, DR. ANDREA,FISHMAN, DR. JONATHA,MOTHER NIGHT/SUSAN S,TECHNOSPIKE,MACKENZIE, AL,DE LA FONTAINE, CONT,HULK/DR. ROBERT BRUC,MR. FANTASTIC/REED R,GUARDIAN/JAMES MACDO,MORBIUS/DR. MICHAEL ,CAPTAIN AMERICA,HUDSON, HEATHER,SUB-MARINER/NAMOR MA,TYPHOID MARY/MARY ME,BARTON, SEN.,INFOMORPH,JONES, GABE,PIERCE, ALEXANDER GO,DICE/ROB FORTUNE,SCREAMING MIMI/MELIS,NELSON, FRANKLIN FOG,DAREDEVIL/MATT MURDO,RED SKULL/JOHANN SCH"
BARRAGE,"HURRICANE III,CRYSTAL [INHUMAN],CYCLOPS/SCOTT SUMMER,SERSI/SYLVIA,FOXBAT,SPYNE,GAUNTLET,JONES, CHARLOTTE,STORM/ORORO MUNROE S,SUMMERS, NATHAN CHRI,CAPTAIN AMERICA,TANAKA, OPAL,SHIP,DOMINO III/BEATRICE/,LIFEFORCE,APOCALYPSE/EN SABAH ,ICEMAN/ROBERT BOBBY ,ANGEL/WARREN KENNETH,ASKANI,HUMAN TORCH/JOHNNY S,CALIBAN/,DEADBOLT,HARDRIVE,BEAST/HENRY &HANK& P,TUSK,MARVEL GIRL/JEAN GRE,PSYNAPSE,SHE-HULK/JENNIFER WA"
"BARTLETT, STU","PUFF ADDER,CAPTAIN AMERICA,USAGENT/CAPTAIN JOHN,CARTER, PEGGY,ROSENTHAL, BERNIE,RAGE/ELVIN DARYL HAL"
BASILISK II,"DAGGER/TANDY BOWEN,COUNTERWEIGHT II/KAT,DRAGON MAN,POWER, DR. JIM,CLOAK/TYRONE JOHNSON,GEE/ALEX POWER,LIGHTSPEED/JULIE POW,GRIFFIN III,COUNTERWEIGHT/JACK P"
BASILISK/BASIL ELKS,"FURY, COL. NICHOLAS ,SPIDER-MAN/PETER PAR,JAMESON, J. JONAH,INVISIBLE WOMAN/SUE ,CAPTAIN MARVEL/CAPTA,THING/BENJAMIN J. GR,ANNIHILUS,MR. FANTASTIC/REED R,WATSON-PARKER, MARY ,SCOURGE,JONES, RICHARD MILHO,SHE-HULK/JENNIFER WA"
BAXTER,"COFFIN, WARDEN JOHNS,PENANCE/MONET ST. CR,CHAMBER/JONOTHON STA,JUBILEE/JUBILATION L"
"BAZIN, ANDREW","IRONCLAD,POWELL, GRACE,CAPTAIN AMERICA,MARLEY, MITCH MADMAN,RUBINO, STEVE HEADSE,MARIN, DR.,SIBERION,BAZIN, ALLEGRA,DARKHAWK/CHRIS POWEL,VONYA, DR. ANATOLY,BAZIN, BRODERICK RIC,DAREDEVIL/MATT MURDO,BAZIN, PHILLIPPE,POWELL, JASON,SCATTERSHOT/NATALIA,ZAFAR, OFFICER JIMMY,POWELL, JONATHAN,X-RAY,VOLGA BELLE/"
"BECKMAN, LISA","HELLSTORM/DAIMON HEL,BECKMAN, JOSEPH,BECKMAN, SARAH"
BEEFER,"ENCHANTRESS/AMORA/HE,VIZIER,KNIGHT, MISTY,SPIDER-WOMAN/JESSICA,HOGUN [ASGARDIAN],THING/BENJAMIN J. GR,ODIN [ASGARDIAN],WASP/JANET VAN DYNE ,IRON MAN/TONY STARK ,DR. OCTOPUS/OTTO OCT,ABSORBING MAN/CARL C,OX III,BLAIRE, CARTER,IRON FIST/DANIEL RAN,HULK/DR. ROBERT BRUC,BLUE SHIELD/JOSEPH J,CAPTAIN AMERICA,SPIDER-MAN/PETER PAR,DAZZLER II/ALLISON B,HUNCH,GYRICH, HENRY PETER,GALACTUS/GALAN,THOR/DR. DONALD BLAK,INVISIBLE WOMAN/SUE ,ANGEL/WARREN KENNETH,MARX,CAGE, LUKE/CARL LUCA,VOLSTAGG,HUMAN TORCH/JOHNNY S,ROGUE /,WONDER MAN/SIMON WIL,HAWK,FANDRAL [ASGARDIAN],SHE-HULK/JENNIFER WA,QUASAR III/WENDELL V"
"BELL, HERBERT","KRUMA, TALIA,ATOM-SMASHER/,MR. FANTASTIC/REED R"
BEREET,"DARK CRAWLER,HELLSTORM/DAIMON HEL,WALRUSS,LEADER/SAM STERNS,JONES, RICHARD MILHO,IRON MAN/TONY STARK ,RED WOLF III/WILL TA,VAPOR,UNCLE PYKO,VECTOR,HULK/DR. ROBERT BRUC,DOC SAMSON/DR. LEONA,IRONCLAD,URSA MAJOR/MIKHAIL U,CAPTAIN AMERICA,JAMESON, J. JONAH,LYLLA,THOR/DR. DONALD BLAK,SASQUATCH/WALTER LAN,KILLER CLOWN,DR. STRANGE/STEPHEN ,ROSS, GEN. THADDEUS ,JACK OF HEARTS/JACK ,ANGEL/WARREN KENNETH,FALCON/SAM WILSON,NORRISS, SISTER BARB,COLOSSUS II/PETER RA,QNAX,DAREDEVIL/MATT MURDO,PROFESSOR X/CHARLES ,HAWK,LUNA/LUNA MAXIMOFF [,X-RAY,BANNER, BETTY ROSS T,SHE-HULK/JENNIFER WA"
"BERENGHETTI, SUSAN","SHORR, JACQUELINE,HOTSHOT/LOUIS,HECTOR II,ACHILLES II/HELMUT,ATALANTA,OGRESS/,BANNER, BETTY ROSS T,LEADER/SAM STERNS,BERENGHETTI, MICHAEL,ULYSSES II"
"BERGIER, REBECCA","CABE, BETHANY,FURY, COL. NICHOLAS ,JEFFRIES, DR.,ARBOGAST, BAMBI,WOLFGANG,SANCTION/AARON,PARK, ARCHIE,JOSEPH, SHEVA,BERKELEY, TRAVIS,LIN, PAULA,ALVAREZ, FELIX,IRON MAN/TONY STARK ,MANDARIN,DEATHTOLL,MILLER, TRACE,MARTELL, SHIELD AGEN,ZIMMER, ABE,LEVITICUS,GUNSHIP/CARY ROUNTRE,SKYE,HAWK,LACOSTE, RAE,CYBERMANCER/DR. SUZI,IRON MAN IV/JAMES R."
"BERKELEY, TRAVIS","JEFFRIES, DR.,BERGIER, REBECCA,DEATHTOLL,MILLER, TRACE,ZIMMER, ABE,JOSEPH, SHEVA,RAGE/ELVIN DARYL HAL,LIN, PAULA,HAWK,LACOSTE, RAE,IRON MAN IV/JAMES R."
BEVATRON/,"WHITE QUEEN/EMMA FRO,JUSTICE II/VANCE AST,CHORD, ANDREW,ROULETTE II/JENNY ST,FIRESTAR/ANGELICA JO,NIGHT THRASHER/DUANE,JANES, FATHER MICHAE,SILHOUETTE,SHAUNEGHANN, MICHAEL,AIREO/AEOLUS [INHUMA,NAMORITA/NITA PRENTI,BARRENOS, OMAR,BENGAL/,TAROT/MARIE-ANGE COL,WATER WIZARD/PETE,TAI II,BALDWIN, MADELYNE MA,NOVA/RICHARD RIDER,CATSEYE/SHARON SMITH,FIREWALL/THEARY/MIN ,YAMIR, SASHA,PUNISHER II/FRANK CA,JETSTREAM/HAROUD IBN,BEEF/,TERRAFORMER/SAM,SPEEDBALL/ROBBIE BAL"
BIG CASINO/,"STORM/ORORO MUNROE S,VOGE, TULLAMORE,SUMMERS, NATHAN CHRI,ANTEUS,MYSTIQUE/RAVEN DARKH,BLOB/FRED J. DUKES,WOLVERINE/LOGAN ,COOPER, DR. VALERIE,SKETCH/,PSYLOCKE/ELISABETH B,DOMINA,COLOSSUS II/PETER RA,DELGADO, RUFUS,ELYSIA,NIGHTCRAWLER/KURT WA,KELLY, SEN. ROBERT E,CARTER, SHARON,TOAD/MORTIMER TOYNBE,MARVEL GIRL/JEAN GRE,JONES, CHARLOTTE,SOLE, RANSOME"
BIG ONE/KENJIRO SASA,"CYBERTOOTH/YEN HSIEH,TIGRA/GREER NELSON,USAGENT/CAPTAIN JOHN,ANT-MAN/DR. HENRY J.,PELE/MICHI SASAKI,WASP/JANET VAN DYNE ,SUNFIRE/SHIRO YOSHID,IRON MAN/TONY STARK ,KUROKO/,TITAN, TRISH,SCARLET WITCH/WANDA ,QUICKSILVER/PIETRO M,LIVING LIGHTNING/MIG,DEMONICUS/DR. DOUGLA,WONDER MAN/SIMON WIL,SPIDER-WOMAN II/JULI,JAWBREAKER/,HAWK,IREZUMI/,TAIFU/TOSHIO SASAKI"
BILE/,"TALISMAN II/ELIZABET,WINDSHEAR/COLIN ASHW,BOX IV/MADISON JEFFR,CYCLOPS/SCOTT SUMMER,BLACK KNIGHT V/DANE ,SERSI/SYLVIA,WOLVERINE/LOGAN ,WILD CHILD DOPPELGAN,MASTER/ESHU,AURORA/JEANNE-MARIE ,SHAMAN/MICHAEL TWOYO,GOBLYN,PUCK/EUGENE MILTON J,HERCULES [GREEK GOD],THING DOPPELGANGER I,STRONG GUY/GUIDO CAR,PATHWAY/LAURA DEAN,MISS MASS/,MANIKIN/DR. WHITMAN ,HULK/DR. ROBERT BRUC,DAREDEVIL DOPPELGANG,HUDSON, HEATHER,NORTHSTAR/JEAN-PAUL ,DR. DRUID/ANTHONY LU,PERSUASION/KARA KILL,VISION ,WILD CHILD/KYLE GIBN,WITCHFIRE,SASQUATCH/WALTER LAN,SINEW/,ANGEL/WARREN KENNETH,STRONGARM/,TECH-NOIR/,DRAX/ARTHUR DOUGLAS,HARKNESS, AGATHA,BRAIN DRAIN/WERNER S,WARLOCK II/ADAM WARL,AURORA DOPPELGANGER,PUCK DOPPELGANGER II,SHE-HULK/JENNIFER WA"
BIRD MAN/HENRY HAWK,"BEERE, JASON,FROG MAN/FROG LE BLA,HARRIS, BERNARD,CYCLOPS/SCOTT SUMMER,WOLVERINE/LOGAN ,HAVOK/ALEX SUMMERS ,SUNFIRE/SHIRO YOSHID,HELLEN,IRON MAN/TONY STARK ,SCARLET WITCH/WANDA ,MADAME MASQUE/GIULIE,DRAGONFLY/VERONICA D,APE MAN/GORDON MONK ,UNICORN/MYLOS MASARY,DEATH-STALKER,STORM/ORORO MUNROE S,STANCHEK, DR.,PAGE, KAREN,CAPTAIN AMERICA,SPYMASTER/JAKE JORDA,VISION ,ANT-MAN/DR. HENRY J.,ICEMAN/ROBERT BOBBY ,BANSHEE/SEAN CASSIDY,ANGEL/WARREN KENNETH,COLOSSUS II/PETER RA,NELSON, FRANKLIN FOG,NELSON, DEBBIE HARRI,CAT MAN/HORGAN,NIGHTCRAWLER/KURT WA,THUNDERBIRD/JOHN PRO,DAREDEVIL/MATT MURDO,POLARIS/LORNA DANE,BEAST/HENRY &HANK& P,PROFESSOR X/CHARLES ,FREDERICKS, GENERAL,COUNT NEFARIA, LUCHI"
BISON/BILLY KITSON,"DOORMAN,UNION JACK III/JOEY ,SCHOOLCRAFT, DR. DEN,STELLARIS/LEAH PRINC,SHOCKWAVE/LANCASTER ,RED GUARDIAN V,CHARCOAL/CHARLIE BUR,SHATTERFIST/,JARVIS, EDWIN ,BAYMAX,ROGERS, GAYLE,JOLT/HALLIE TAKAHAMA,SCARLET WITCH/WANDA ,MAN-KILLER/KATRINA L,SILVER SAMURAI/KENYU,DINAH-SOAR,FLYING TIGER,GILLISPIE, ANDREW AN,DEPAUL, SHIELD SPECI,JOYSTICK/JANICE,EEL II/EDWARD LAVELL,STOCKBRIDGE, DEANNA,SCORCHER/,SLYDE,MONGOOSE,NIGHT THRASHER/DUANE,MOONSTONE II/KARLA S,CARDINAL/CLEMDENON,POWERSURGE/ILLARION ,TAKACHIHO, HIRO,ZOLA, ARNIM,CYCLONE II/PIERRE FR,CONSTRICTOR/FRANK PA,STEELE, BOBBY,SUPERCHARGER/,WONDER MAN/SIMON WIL,MAN-APE/M'BAKU,TIGER SHARK/TODD ARL,BLACK WIDOW/NATASHA ,MASTERSON, KEVIN,TURBO II (A)/MICHIKO,BOOMERANG/FRED MYERS,GRIFFITH, D.W.,CORD, EDWIN,WATER WIZARD/PETE,THUNDERSTRIKE/ERIC K,NOVA/RICHARD RIDER,PARETSKY, DR. GARY,CRIMSON COWL II/,POWER MAN/ERIK JOSTE,AUSTIN, SUSAN,DRAGONFLY/VERONICA D,CANNONBALL II/SAM GU,CARTER, PEGGY,BLACKWING/JOSEPH MAN,SUNSPOT/ROBERTO DACO,STOCKBRIDGE, CHARLES,LODESTONE/ANDREA,SUNSTROKE/,SOFEN, MARION,VANGUARD/NICOLAI KRY,DARKSTAR/LAYNIA SERG,DOMINO III/BEATRICE/,JOYCE, SAMANTHA,THOR/DR. DONALD BLAK,ASBERY, SHAMARI,SOFEN, KARL AUGUST,SIRYN/THERESA ROURKE,ICEMASTER/,MR. IMMORTAL,KLAW/ULYSSES KLAW,FLATMAN,SCREAMING MIMI/MELIS,STEELE, MARCY MASTER,CAGE, LUKE/CARL LUCA,HARRIGAN, PATRICIA P,QUICKSAND,HAWK,CITIZEN V III/DALLAS"
BLACK KNIGHT II/SIR,"BLACK WIDOW/NATASHA ,APOCRYPHUS,CAPTAIN AMERICA,PHARAOH RAMA-TUT,DR. DRUID/ANTHONY LU,CRYSTAL [INHUMAN],SSSITH,TYNDAR,RAVONNA LEXUS RENSLA,BLACK KNIGHT V/DANE ,INVISIBLE WOMAN/SUE ,SERSI/SYLVIA,THING/BENJAMIN J. GR,TEMPUS,RAA,HUMAN TORCH/JOHNNY S,MR. FANTASTIC/REED R,DEATHUNT 9000"
BLACK KNIGHT IV DOPP,"PHARAOH RAMA-TUT,PROFESSOR X DOPPELGA,MAGUS,USAGENT/CAPTAIN JOHN,FIRESTAR/ANGELICA JO,CYCLOPS/SCOTT SUMMER,COOPER, DR. VALERIE,NOVA/RICHARD RIDER,MOLE MAN/HARVEY RUPE,PUCK/EUGENE MILTON J,STRONG GUY/GUIDO CAR,HUMAN TORCH DOPPELGA,HULK DOPPELGANGER,CYCLOPS DOPPELGANGER,MR. FANTASTIC/REED R,THOR III DOPPELGANGE,STORM/ORORO MUNROE S,KARNAK DOPPELGANGER,ETERNITY/ADAM QADMON,STRONG GUY DOPPELGAN,WILD CHILD/KYLE GIBN,SILHOUETTE,ANT-MAN/DR. HENRY J.,ICEMAN/ROBERT BOBBY ,POLARIS DOPPELGANGER,FORGE,ANGEL/WARREN KENNETH,CAPTAIN AMERICA DOPP,THANOS DOPPELGANGER,COLOSSUS II/PETER RA,THANOS,BEAST DOPPELGANGER,POLARIS/LORNA DANE,SPIDER-WOMAN II/JULI,VISION DOPPELGANGER"
BLACK KNIGHT V STATU,"ENCHANTRESS/AMORA/HE,PRENTISS, BETTY DEAN,D'SPAYRE,LOKI [ASGARDIAN],CASIOLENA, QUEEN,MORDRED THE EVIL,ARAGORN,BLACK KNIGHT V/DANE ,JARVIS, EDWIN ,WASP/JANET VAN DYNE ,RED GHOST/IVAN KRAGO,EXECUTIONER II/SKURG,IRON MAN/TONY STARK ,SCARLET WITCH/WANDA ,ZEUS,HULK/DR. ROBERT BRUC,GRAVITON/FRANK HALL,YANDROTH,DEATH-STALKER,SWORDSMAN/JACQUES DU,CAPTAIN AMERICA,BRES,BLACK PANTHER/T'CHAL,MIKHLO,DR. DRUID/ANTHONY LU,FURY, COL. NICHOLAS ,WONG,VISION ,NIGHTHAWK II/KYLE RI,ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK,SUB-MARINER/NAMOR MA,DR. STRANGE/STEPHEN ,CLEA,MANTIS/? BRANDT,PEATOR,NORRISS, SISTER BARB,NINGAL,PRESTER JOHN,DWELLER IN DARKNESS,WONDER MAN/SIMON WIL,BEAST/HENRY &HANK& P,HAWK,SILVER SURFER/NORRIN,SHE-HULK/JENNIFER WA"
BLACK WIDOW II/YELEN,"BLACK WIDOW/NATASHA ,WOZ/DEWOZ,MENDICUS,FURY, COL. NICHOLAS ,JARZINHO, COL. EDSON,GORGON [INHUMAN],BLACK BOLT/BLACKANTO,MEDUSA/MEDUSALITH AM,CRYSTAL [INHUMAN],ELEJEA,INES, DR. DIDIER,STALYENKO, COL. YURI,NAHREES [INHUMAN],DAREDEVIL/MATT MURDO,CLINTON, BILL,MAXIMUS [INHUMAN],KARNAK [INHUMAN],DINU"
BLACK WIDOW | MUTANT,"IRON GIANT MAN | MUT,BLOODSTORM | MUTANT ,GAMBIT | MUTANT X-VE,HAWKEYE | MUTANT X-V,BRUTE | MUTANT X-VER,HAVOK/ALEX SUMMERS ,DEATHLOK | MUTANT X-,HUDSON, JAMES | MUTA,ICE-MAN | MUTANT X-V,GREY, JEAN | MUTANT ,WOLVERINE | MUTANT X,CAPTAIN AMERICA | MU,YASHIDA, MARIKO | MU,DRACULA | MUTANT X-V,TYPHOID MARY | MUTAN"
BLACKJACK/,"BLACK FOX/ROBERT W. ,FURY, COL. NICHOLAS ,JAMEEL,NIGHTINGALE/,MR. JUSTICE/TIMOTHY ,MACRAE, TRUTH,FLATIRON/RUSSELL,PIXIE/ [ETERNAL],REFLEX/,CAPTAIN HIP/FRED MAC,SUNSHINE/AUTUMN MACR,POSITRON/RONNIE,SCYTHE/,EFFIGY/LT. VELMAX/JA,OXBOW/,HOWLER/LUKE GARROW,KATYUSHA/"
BLACKWELL,"MICROCHIP/LINUS LIEB,PUNISHER II/FRANK CA,MODINE, REP. BERNARD,NAILS/,RECOIL/"
"BLANDING, MRS.","BLANDING, HALEY,HAVOK/ALEX SUMMERS ,BLANDING, ANDREW"
BLAZING SKULL/MARK T,"FURY, COL. NICHOLAS ,FIN/PETER NOBLE,CAPTAIN AMERICA,VISION ,DORREK [SKRULL],TERROR/LASLO PEVELY,THOR/DR. DONALD BLAK,JONES, RICHARD MILHO,IRON MAN/TONY STARK ,SCARLET WITCH/WANDA ,QUICKSILVER/PIETRO M,RONAN THE ACCUSER [K,HAWK,ANNIHILUS,ANELLE"
BLINDSIDE II/BOBBI C,"WARHAWK III/TOM NAKA,RANGER II,TIMEBOMB/LOUIS JOUBE,PISTON/ANDREI SEMYAN,JUBILEE/JUBILATION L,LONGBOW/AMELIA GREER,FORGE,WOLVERINE/LOGAN ,HARDCASE/HAROLD HARR,LIFELINE/DEACON,LADY DEATHSTRIKE/YUR,SHOTGUN/ZEKE SALLING,PSYLOCKE/ELISABETH B"
